PMID	URL
21612668	http://mleg.cse.sc.edu/hemeBIND/
21619703	http://www.ontocat.org
21622654	http://bioware.ucd.ie/slimsearch2.html
21622655	http://phosfinder.bio.uniroma2.it
21622656	http://comet.gobics.de
21622657	http://bar.biocomp.unibo.it/bar2.0
21622953	http://icsnpathway.psych.ac.cn/
21622957	http://dario.bioinf.uni-leipzig.de/index.py
21622961	http://www.copub.org
21622962	http://flexpepdock.furmanlab.cs.huji.ac.il/
21624888	http://www.swissdock.ch
21632604	http://semanticjson.org
21635786	http://proteinmodel.org/AS2TS/STRALSV/
21636590	http://projects.biotec.tu-dresden.de/metapocket/
21636592	http://bioserv.rpbs.univ-paris-diderot.fr/FAF-Drugs/
21646342	http://protein.bio.unipd.it/cspritz/
21646343	http://biit.cs.ut.ee/gprofiler/
21647737	http://iScreen.cmu.edu.tw/
21659321	http://www.bio8.cs.hku.hk/RNASAlign
21662242	http://proline.physics.iisc.ernet.in/pocketalign/
21665923	http://clip.med.yale.edu/selection
21665924	http://sa-mot.mti.univ-paris-diderot.fr
21665925	http://lorentz.dynstr.pasteur.fr/aquasaxs.php
21666259	http://PAcomplex.life.nctu.edu.tw
21666267	http://www.xwalk.org
21672955	http://phast.wishartlab.com
21672959	http://firedb.bioinfo.cnio.es/Php/FireStar.php
21672960	http://rna.tbi.univie.ac.at/cgi-bin/RNApredator/target_search.cgi
21672961	http://wiki.c2b2.columbia.edu/honiglab_public/index.php/Software:Mark-Us
21682142	http://www.boseinst.ernet.in/gautam/maps
21682895	http://homppi.cs.iastate.edu/
21682902	http://biomine.ece.ualberta.ca/DisCon/
21684290	http://icpr.jci.edu.cn/bioinfo/iLoc-Virus
21685106	http://www.ncrna.org/software/ipknot/
21689482	http://projects.biotec.tu-dresden.de/metadbsite/
21693559	http://kinari.cs.umass.edu/Site/index.html
21698097	http://icpr.jci.edu.cn/bioinfo/iLoc-Gneg
21698456	http://202.194.133.5/xinxi/AAC_PSSM_AC/index.htm
21699401	http://www.cs.bris.ac.uk/∼hfang/TPSC
21700672	http://chiron.dokhlab.org
21700676	http://mdl.shsmu.edu.cn/ODORactor
21701948	http://maps.iscience.deusto.es/
21715382	http://www.ebiomed.org/ncFANs/
21715383	http://salilab.org/multifit/
21715385	http://bioinformatics.ca/links_directory/
21715386	http://kobas.cbi.pku.edu.cn
21729312	http://crick.mbu.iisc.ernet.in/~alignhush
21733180	http://crdd.osdd.net/raghava/gdoq
21738333	http://ccbb.jnu.ac.in/OntoVisT.html
21774797	http://www.imtech.res.in/raghava/cancer_pred
21785143	http://www.ebi.ac.uk/interpro
21789182	http://revigo.irb.hr/
21791535	http://www.atgc-montpellier.fr/ReplacementMatrix/
21802968	http://bioinfo.ncu.edu.cn/Services.aspx
21810250	http://cas-bioinfo.cas.unt.edu/gsv
21812952	http://www.compbio.dundee.ac.uk/nod
21841810	http://2d.bjmu.edu.cn
21853133	http://www.imtech.res.in/raghava/desirm/
21857117	http://metagenomics.atc.tcs.com/Eu-Detect/
21858146	http://icpr.jci.edu.cn/bioinfo/NR2L
21873639	http://distill.ucd.ie/distill/
21880310	http://kdd.ustb.edu.cn/protein_Web/
21881406	http://biocenter.sysu.edu.cn/mir/
21884636	http://www.zbh.uni-hamburg.de/fishoracle
21884637	http://edtech-dev.uthsc.edu/CTSI/teeDev1/unittest/PaPa/collection.html
21890895	http://opm.phar.umich.edu/server.php
21893519	http://impala.molgen.mpg.de
21899761	http://weizhongli-lab.org/metagenomic-analysis
21903632	http://bmm.cancerresearchuk.org/~Affinity
21904425	www.bioinformatics.org/sspred
21908864	http://210.46.80.7:8080/miR2Subpath/
21911332	http://metavir-meb.univ-bpclermont.fr
21917853	http://nature.njit.edu/biosoft/Junction-Explorer/
21919859	http://snppred.sjtu.edu.cn:8000
21919864	http://pscl.biosino.org/
21919865	http://www.jci-bioinfo.cn/iLoc-Gpos
21920789	http://www.cbi.seu.edu.cn/H-VDW/H-VDW.htm
21931639	http://www.imtech.res.in/raghava/premier/
21935457	http://icpr.jci.edu.cn/bioinfo/iDNA-Prot
21943350	http://www.gomotif.ca
21955494	http://sparks.informatics.iupui.edu
21966371	http://dscbm.life.nthu.edu.tw/
21966383	http://bioweb.me
21967760	http://profilechaser.stanford.edu
21970648	http://bioinf-data.charite.de/o2em/cgi-bin/o2em.pl
21984760	http://bis.zju.edu.cn/mybionet/
21986959	http://bioinfo.ggc.org/seesumo/
21987088	http://www.nipgr.res.in/PlantRGS
21987485	http://raptorx.uchicago.edu
21991319	http://mleg.cse.sc.edu/hemeNet/
21991360	http://pgp.althotas.com
21994221	http://munk.csse.unimelb.edu.au/pro-origami
21998155	http://bental.tau.ac.il/ProMaya
22001079	http://111.68.99.218/MemHyb-SVM
22001825	http://lfz.corefacility.ca/panseq/
22008641	http://sb.nhri.org.tw/MrBac
22014038	http://salilab.org/ligscore/
22016409	http://biocompute.bmi.ac.cn/CZlab/VizPrimer/
22038678	http://www.issb.genopole.fr/_faulon/EcoliTox.php
22038731	http://www-bioinf.uni-regensburg.de/
22041293	http://reprod.njmu.edu.cn/microdor
22045683	http://hansa.cdfd.org.in:8080
22053077	http://tcoffee.crg.cat/apps/ampa
22085524	http://iclab.life.nctu.edu.tw/POPISK
22088847	http://111.68.99.218/
22095872	http://www.ogic.ca/projects/k2d3
22102176	http://www.charmm-gui.org/input/gcmcbd
22110243	http://metalionrna.genesilico.pl/
22110646	http://nclab.hit.edu.cn/maturepred/
22114707	http://reprod.njmu.edu.cn/sprotp
22139581	http://jjwanglab.org/EpiRegNet
22144151	http://rsat.ulb.ac.be/neat/
22151999	http://ikmbio.csie.ncku.edu.tw/GN/
22153497	http://pipe.sc.fsu.edu/transcomp/
22174272	http://sysimm.ifrec.osaka-u.ac.jp/disorder/beta.php
22183811	http://lifecenter.sgst.cn/SySAP/
22190692	http://protein.bio.unipd.it/espritz/
22196360	http://www.bifmanit.org/tb2/
22196361	http://pranag.physics.iisc.ernet.in/junker/
22199385	http://troodos.biol.ucy.ac.cy/latcom.html
22199390	http://www.ncbi.nlm.nih.gov/IRET/PIE/
22222089	http://arabidopsis.cbi.edu.cn/
22230096	http://www.bioinformatics.nl/tools/profasta/
22247276	http://boctopus.cbr.su.se/
22247277	http://www.pharmaceutical-bioinformatics.de/prolific/soap/prolific.wsdl
22257668	http://copicat.dna.bio.keio.ac.jp
22268718	http://somart.ist.berkeley.edu
22292078	http://mdl.shsmu.edu.cn/SPPS/
22296788	http://www.btool.org/WegoLoc
22299625	http://swift.cmbi.ru.nl/bitmapb/
22310480	http://csahserver.chem.elte.hu
22326741	http://metagenomics.atc.tcs.com/C16S/
22328782	http://fairbrother.biomed.brown.edu/spliceman/
22330228	http://people.csail.mit.edu/akiezun/microRNAviewer/index.html
22335941	http://ekhidna.biocenter.helsinki.fi/poxo/blannotator/
22345617	http://genome.jouy.inra.fr/domire
22355226	http://birg3.fbb.utm.my/proteinsms
22359049	http://pine.nmrfam.wisc.edu/RNA/
22363503	http://www.jci-bioinfo.cn/iNR-PhysChem
22369237	http://metagenomics.atc.tcs.com/INDUS
22369265	http://metagenomics.atc.tcs.com/i-rDNA
22369692	https://www.cnrds.net
22370884	http://datamining.xmu.edu.cn/main/~cwc/ProteinPredict.html
22373238	http://psba-trnh-plantidit.dnsalias.org
22373260	http://tardis.nibio.go.jp/netasa/srcpred
22373355	http://metagenomics.atc.tcs.com/HabiSign/
22396486	http://victoria.biengi.ac.ru/lepscan
22408192	http://smurf.cs.tufts.edu/smurflite
22419782	http://www.sbg.bio.ic.ac.uk/~pinalog
22424103	http://prise.cs.iastate.edu/
22426539	http://bioinformatics.myweb.hinet.net/fora.htm
22431985	http://117.211.115.67/UDT/main.html
22433074	http://www.bioinfocabd.upo.es/semirna/
22434533	http://lee.kias.re.kr/~newton/sann/
22442318	http://147.8.74.24/ssGeneFinder/
22450757	http://www.bioinf.uni-freiburg.de/Supplements/LocARNA-P/
22480273	http://bioputer.mimuw.edu.pl/tav4sb/
22491796	http://decrypthon.igbmc.fr/msv3d/cgi-bin/home
22492627	http://tesla.pcbi.upenn.edu/savor
22495747	http://lise.ibms.sinica.edu.tw
22496776	http://metabin.riken.jp/
22515686	http://klab.sjtu.edu.cn/SNPpath
22519536	http://yeastloc.biosino.org/
22529851	http://www.saha.ac.in/biop/www/HD-RNAS.html
22531214	http://www.lgm.upmc.fr/nust/
22531215	http://compbio.clemson.edu/delphi_webserver
22531216	http://tachyon.bii.a-star.edu.sg/index.action
22536955	http://tcoffee.crg.cat/tmcoffee
22541592	http://www.neuinfo.org
22543366	http://david.abcc.ncifcrf.gov/content.jsp?file=WS.html
22544707	https://www.snp-nexus.org/v4/
22546559	http://bioinfo.icgeb.res.in/mirtronPred
22553365	http://csa.project.cwi.nl
22553367	www.metaboanalyst.ca
22556364	http://metalweb.cerm.unifi.it/tools/findgeo/
22558141	http://www.cogsys.cs.uni-tuebingen.de/software/dna-methylation/
22564897	http://csb.stanford.edu/kobamin
22564899	http://tmsoc.bii.a-star.edu.sg
22570409	http://gpsy.genouest.org
22570410	http://www.rf-cloning.org
22570412	http://bioinformatics.mdanderson.org/main/SurvNet
22570414	http://nmr.cabm.rutgers.edu/rpf
22570416	http://biophysics.cs.vt.edu/
22570419	http://homingendonuclease.net
22570420	http://zhanglab.ccmb.med.umich.edu/COFACTOR
22574113	http://qrfordna.dnsalias.org
22576177	http://mcg.ustc.edu.cn/db/cpss/index.html
22576365	http://quadruplex.ramapo.edu/qgrs/app/start
22591474	http://levis.tongji.edu.cn:8080/bioinfo/Virus-ECC-mPLoc/
22600734	http://rna.naist.jp/
22600735	http://cmbi.bjmu.edu.cn/huac
22600738	http://pepsite2.russelllab.org
22600739	http://jphmm.gobics.de
22600740	http://cybert.ics.uci.edu/
22610854	http://tools.iedb.org
22610856	http://www.genome.jp/tools/genies/
22618536	http://salilab.org/salign
22618869	http://genepipe.ncgm.sinica.edu.tw/variowatch/
22618871	http://netaligner.irbbarcelona.org/
22618878	http://proline.biochem.iisc.ernet.in/pocketannotate/
22624656	http://iimcb.genesilico.pl/metadisorder/
22628523	http://dogsite.zbh.uni-hamburg.de
22629314	http://levis.tongji.edu.cn:8080/bioinfo/Euk-ECC-mPLoc/
22638578	http://i.elm.eu.org
22638579	http://fraenkel.mit.edu/steinernet
22638580	http://crdd.osdd.net/servers/avppred
22638586	http://lcb.infotech.monash.edu.au/super
22641850	http://GGRNA.dbcls.jp/
22641853	http://www.sbg.bio.ic.ac.uk/combfunc
22641855	http://decrypthon.igbmc.fr/kd4v/cgi-bin/home
22645318	http://www.metagenassist.ca
22645320	http://www.canevolve.org/dChip-GemiNi
22645321	http://lfp.qb.fcen.uba.ar/embnet/
22647208	http://alzpathway.org/AlzPathway.html
22649057	http://idtarget.rcas.sinica.edu.tw
22649059	http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=mirpath/index
22649060	http://galaxy.seoklab.org/
22661576	http://dnasite.limlab.ibms.sinica.edu.tw
22661578	http://mfrlab.org/grafss/nassam/
22661579	http://fastml.tau.ac.il/
22661648	http://www.pool.neu.edu
22669906	http://www.nmsim.de
22669913	http://cmweb.enzim.hu
22675071	http://www.ofranlab.org/paratome/
22675232	http://skuld.bmsc.washington.edu/prospero
22676320	http://quartets.uga.edu
22678091	http://www.resprox.ca
22684505	http://imp.princeton.edu
22689637	http://rna.informatik.uni-freiburg.de/CARNA
22689640	http://www.facweb.iitkgp.ernet.in/~rbahadur/prince/home.html
22689641	http://www.dsimb.inserm.fr/dsimb_tools/predyflexy/
22689643	http://monetfamily.life.nctu.edu.tw
22689645	http://pbs.rnet.missouri.edu
22689646	http://www.hpppi.iicb.res.in/ss/
22689647	http://sift-dna.org
22689784	http://tobmodel.cbr.su.se/
22693209	http://siret.cz/setter
22693210	http://renato.bioinfo.cipf.es/
22693211	http://variant.bioinfo.cipf.es
22693212	http://sarst.life.nthu.edu.tw/CPred
22693214	http://dbd2bs.csie.ntu.edu.tw/
22693215	http://www.gene-regulation.com/pub/programs/3dtf/
22693216	http://www.bioshell.pl/threader/
22693218	http://xxmotif.genzentrum.lmu.de
22693223	http://pknot.life.nctu.edu.tw/
22694900	http://www.genafor.org/g2p_hbv/index.php
22695797	http://bental.tau.ac.il/MCPep/
22700702	http://regprecise.lbl.gov/RegPrecise/services.jsp
22701536	http://informatics.nenu.edu.cn/PepMapper
22710135	http://metagenomics.atc.tcs.com/Twarit
22711791	http://protein.bio.unipd.it/bluues/
